date,vaccgroup_zh,ncumul_firstvacc,ncumul_secondvacc
2021-02-17,I,496,9
2021-02-17,K,332,0
2021-02-17,L,267,0
2021-02-17,M,535,140
2021-02-17,N,328,83
2021-02-17,O,11,0
2021-02-17,Q,0,0
2021-02-17,R,2,0
2021-02-17,S,0,0
2021-02-17,T,0,0
2021-02-17,NA,22,1
2021-02-18,A,44506,9479
2021-02-18,B,1334,1110
2021-02-18,C,9914,2009
2021-02-18,D,5440,614
2021-02-18,E,3172,305
2021-02-18,F,2426,1848
2021-02-18,G,13988,2033
2021-02-18,H,447,9
2021-02-18,I,504,9
2021-02-18,K,332,0
2021-02-18,L,267,0
2021-02-18,M,535,168
2021-02-18,N,333,100
2021-02-18,O,11,0
2021-02-18,Q,0,0
2021-02-18,R,2,0
2021-02-18,S,0,0
2021-02-18,T,0,0
2021-02-18,NA,22,1
2021-02-19,A,44729,11476
2021-02-19,B,1354,1196
2021-02-19,C,9995,2398
2021-02-19,D,5489,758
2021-02-19,E,3192,351
2021-02-19,F,2473,1912
2021-02-19,G,14006,2075
2021-02-19,H,447,9
2021-02-19,I,504,9
2021-02-19,K,332,0
2021-02-19,L,267,0
2021-02-19,M,539,205
2021-02-19,N,333,117
2021-02-19,O,11,0
2021-02-19,Q,0,0
2021-02-19,R,2,0
2021-02-19,S,0,0
2021-02-19,T,0,0
2021-02-19,NA,22,1
2021-02-20,A,44745,12227
2021-02-20,B,1354,1199
2021-02-20,C,10014,2520
2021-02-20,D,5493,882
2021-02-20,E,3197,398
2021-02-20,F,2473,1912
2021-02-20,G,14013,2099
2021-02-20,H,447,9
2021-02-20,I,504,9
2021-02-20,K,333,0
2021-02-20,L,267,0
2021-02-20,M,539,205
2021-02-20,N,333,117
2021-02-20,O,11,0
2021-02-20,Q,0,0
2021-02-20,R,2,0
2021-02-20,S,0,0
2021-02-20,T,0,0
2021-02-20,NA,22,1
2021-02-21,A,44748,12243
2021-02-21,B,1354,1199
2021-02-21,C,10014,2522
2021-02-21,D,5493,884
2021-02-21,E,3197,398
2021-02-21,F,2474,1912
2021-02-21,G,14014,2099
2021-02-21,H,447,9
2021-02-21,I,504,9
2021-02-21,K,333,0
2021-02-21,L,267,0
2021-02-21,M,539,205
2021-02-21,N,333,117
2021-02-21,O,11,0
2021-02-21,Q,0,0
2021-02-21,R,2,0
2021-02-21,S,0,0
2021-02-21,T,0,0
2021-02-21,NA,22,1
2021-02-22,A,44979,13300
2021-02-22,B,1354,1203
2021-02-22,C,10052,2730
2021-02-22,D,5507,979
2021-02-22,E,3201,430
2021-02-22,F,2475,1913
2021-02-22,G,14028,2120
2021-02-22,H,447,9
2021-02-22,I,504,9
2021-02-22,K,333,0
2021-02-22,L,267,0
2021-02-22,M,558,253
2021-02-22,N,343,133
2021-02-22,O,11,0
2021-02-22,Q,0,0
2021-02-22,R,2,0
2021-02-22,S,0,0
2021-02-22,T,0,0
2021-02-22,NA,22,1
2021-02-23,A,45259,15010
2021-02-23,B,1354,1204
2021-02-23,C,10117,3054
2021-02-23,D,5527,1112
2021-02-23,E,3213,468
2021-02-23,F,2476,1913
2021-02-23,G,14089,2210
2021-02-23,H,447,9
2021-02-23,I,504,9
2021-02-23,K,334,0
2021-02-23,L,267,0
2021-02-23,M,580,294
2021-02-23,N,348,152
2021-02-23,O,11,0
2021-02-23,Q,0,0
2021-02-23,R,2,0
2021-02-23,S,0,0
2021-02-23,T,0,0
2021-02-23,NA,23,1
2021-02-24,A,45596,17173
2021-02-24,B,1355,1205
2021-02-24,C,10183,3531
2021-02-24,D,5556,1300
2021-02-24,E,3221,532
2021-02-24,F,2479,1914
2021-02-24,G,14140,2546
2021-02-24,H,448,12
2021-02-24,I,504,9
2021-02-24,K,336,5
2021-02-24,L,267,2
2021-02-24,M,606,335
2021-02-24,N,362,160
2021-02-24,O,11,0
2021-02-24,Q,0,0
2021-02-24,R,2,0
2021-02-24,S,0,0
2021-02-24,T,0,0
2021-02-24,NA,23,1
2021-02-25,A,45929,19531
2021-02-25,B,1355,1208
2021-02-25,C,10275,4040
2021-02-25,D,5592,1497
2021-02-25,E,3235,589
2021-02-25,F,2482,1919
2021-02-25,G,14240,3468
2021-02-25,H,450,17
2021-02-25,I,504,15
2021-02-25,K,336,6
2021-02-25,L,267,2
2021-02-25,M,623,357
2021-02-25,N,376,171
2021-02-25,O,11,0
2021-02-25,Q,0,0
2021-02-25,R,2,0
2021-02-25,S,0,0
2021-02-25,T,0,0
2021-02-25,NA,24,1
2021-02-26,A,46185,21410
2021-02-26,B,1355,1210
2021-02-26,C,10342,4508
2021-02-26,D,5604,1728
2021-02-26,E,3238,650
2021-02-26,F,2513,1921
2021-02-26,G,14489,4150
2021-02-26,H,451,25
2021-02-26,I,504,19
2021-02-26,K,384,9
2021-02-26,L,318,2
2021-02-26,M,645,369
2021-02-26,N,395,177
2021-02-26,O,11,0
2021-02-26,Q,0,0
2021-02-26,R,2,0
2021-02-26,S,0,0
2021-02-26,T,0,0
2021-02-26,NA,24,3
2021-02-27,A,46250,22040
2021-02-27,B,1355,1210
2021-02-27,C,10371,4699
2021-02-27,D,5646,1822
2021-02-27,E,3300,698
2021-02-27,F,2514,1921
2021-02-27,G,14602,4284
2021-02-27,H,451,37
2021-02-27,I,504,25
2021-02-27,K,385,11
2021-02-27,L,319,3
2021-02-27,M,645,369
2021-02-27,N,395,177
2021-02-27,O,11,0
2021-02-27,Q,0,0
2021-02-27,R,2,0
2021-02-27,S,0,0
2021-02-27,T,0,0
2021-02-27,NA,24,3
2021-02-28,A,46252,22054
2021-02-28,B,1355,1210
2021-02-28,C,10371,4702
2021-02-28,D,5646,1824
2021-02-28,E,3300,699
2021-02-28,F,2514,1921
2021-02-28,G,14610,4286
2021-02-28,H,451,37
2021-02-28,I,504,25
2021-02-28,K,385,11
2021-02-28,L,319,3
2021-02-28,M,645,369
2021-02-28,N,395,177
2021-02-28,O,11,0
2021-02-28,Q,0,0
2021-02-28,R,2,0
2021-02-28,S,0,0
2021-02-28,T,0,0
2021-02-28,NA,24,3
2021-03-01,A,46415,23219
2021-03-01,B,1356,1213
2021-03-01,C,10406,4923
2021-03-01,D,5654,1931
2021-03-01,E,3302,741
2021-03-01,F,2516,1921
2021-03-01,G,14615,4340
2021-03-01,H,451,37
2021-03-01,I,504,25
2021-03-01,K,385,12
2021-03-01,L,319,3
2021-03-01,M,683,386
2021-03-01,N,409,188
2021-03-01,O,11,0
2021-03-01,Q,0,0
2021-03-01,R,2,0
2021-03-01,S,0,0
2021-03-01,T,0,0
2021-03-01,NA,24,3
2021-03-02,A,46631,24780
2021-03-02,B,1360,1216
2021-03-02,C,10477,5248
2021-03-02,D,5669,2204
2021-03-02,E,3311,903
2021-03-02,F,2517,1922
2021-03-02,G,14725,4667
2021-03-02,H,453,45
2021-03-02,I,506,29
2021-03-02,K,388,69
2021-03-02,L,322,64
2021-03-02,M,705,393
2021-03-02,N,416,194
2021-03-02,O,11,0
2021-03-02,Q,0,0
2021-03-02,R,2,0
2021-03-02,S,0,0
2021-03-02,T,0,0
2021-03-02,NA,25,3
2021-03-03,A,47040,26990
2021-03-03,B,1362,1218
2021-03-03,C,10569,5838
2021-03-03,D,5719,2583
2021-03-03,E,3345,1105
2021-03-03,F,2743,1930
2021-03-03,G,14830,5431
2021-03-03,H,456,53
2021-03-03,I,509,35
2021-03-03,K,388,90
2021-03-03,L,325,75
2021-03-03,M,744,450
2021-03-03,N,438,245
2021-03-03,O,12,0
2021-03-03,Q,0,0
2021-03-03,R,3,0
2021-03-03,S,0,0
2021-03-03,T,0,0
2021-03-03,NA,25,4
2021-03-04,A,47375,28719
2021-03-04,B,1364,1219
2021-03-04,C,10669,6268
2021-03-04,D,5786,2855
2021-03-04,E,3376,1295
2021-03-04,F,3183,1960
2021-03-04,G,15049,6547
2021-03-04,H,464,82
2021-03-04,I,514,73
2021-03-04,K,388,101
2021-03-04,L,325,83
2021-03-04,M,760,460
2021-03-04,N,453,258
2021-03-04,O,12,1
2021-03-04,Q,0,0
2021-03-04,R,3,1
2021-03-04,S,0,0
2021-03-04,T,0,0
2021-03-04,NA,25,6
2021-03-05,A,47706,30517
2021-03-05,B,1368,1224
2021-03-05,C,10783,6752
2021-03-05,D,5813,3123
2021-03-05,E,3393,1417
2021-03-05,F,3630,1965
2021-03-05,G,15329,7456
2021-03-05,H,468,129
2021-03-05,I,523,124
2021-03-05,K,389,108
2021-03-05,L,325,86
2021-03-05,M,784,460
2021-03-05,N,469,264
2021-03-05,O,12,3
2021-03-05,Q,0,0
2021-03-05,R,3,1
2021-03-05,S,0,0
2021-03-05,T,0,0
2021-03-05,NA,25,8
2021-03-06,A,47736,30733
2021-03-06,B,1368,1225
2021-03-06,C,10792,6855
2021-03-06,D,5817,3167
2021-03-06,E,3401,1430
2021-03-06,F,3630,1965
2021-03-06,G,15340,7520
2021-03-06,H,468,129
2021-03-06,I,523,124
2021-03-06,K,389,109
2021-03-06,L,325,86
2021-03-06,M,784,460
2021-03-06,N,469,264
2021-03-06,O,12,3
2021-03-06,Q,0,0
2021-03-06,R,3,1
2021-03-06,S,0,0
2021-03-06,T,0,0
2021-03-06,NA,25,8
2021-03-07,A,47737,30742
2021-03-07,B,1368,1225
2021-03-07,C,10792,6865
2021-03-07,D,5818,3170
2021-03-07,E,3401,1430
2021-03-07,F,3630,1965
2021-03-07,G,15346,7526
2021-03-07,H,468,129
2021-03-07,I,523,124
2021-03-07,K,389,109
2021-03-07,L,325,86
2021-03-07,M,784,460
2021-03-07,N,469,264
2021-03-07,O,12,3
2021-03-07,Q,0,0
2021-03-07,R,3,1
2021-03-07,S,0,0
2021-03-07,T,0,0
2021-03-07,NA,25,8
2021-03-08,A,48505,31602
2021-03-08,B,1547,1228
2021-03-08,C,10974,7052
2021-03-08,D,5863,3290
2021-03-08,E,3417,1497
2021-03-08,F,3760,1965
2021-03-08,G,15650,7647
2021-03-08,H,476,145
2021-03-08,I,526,141
2021-03-08,K,389,121
2021-03-08,L,325,88
2021-03-08,M,813,469
2021-03-08,N,487,266
2021-03-08,O,12,3
2021-03-08,Q,0,0
2021-03-08,R,3,1
2021-03-08,S,0,0
2021-03-08,T,0,0
2021-03-08,NA,26,8
2021-03-09,A,49201,32390
2021-03-09,B,1894,1234
2021-03-09,C,11279,7263
2021-03-09,D,5997,3436
2021-03-09,E,3500,1565
2021-03-09,F,4023,1972
2021-03-09,G,16630,7757
2021-03-09,H,480,146
2021-03-09,I,531,141
2021-03-09,K,389,144
2021-03-09,L,325,127
2021-03-09,M,846,471
2021-03-09,N,503,270
2021-03-09,O,12,3
2021-03-09,Q,0,0
2021-03-09,R,3,1
2021-03-09,S,0,0
2021-03-09,T,0,0
2021-03-09,NA,26,8
2021-03-10,A,50101,33260
2021-03-10,B,2221,1240
2021-03-10,C,11656,7491
2021-03-10,D,6184,3551
2021-03-10,E,3600,1616
2021-03-10,F,4248,1974
2021-03-10,G,17711,7849
2021-03-10,H,492,146
2021-03-10,I,541,141
2021-03-10,K,389,144
2021-03-10,L,325,127
2021-03-10,M,890,471
2021-03-10,N,528,270
2021-03-10,O,13,3
2021-03-10,Q,0,0
2021-03-10,R,3,1
2021-03-10,S,0,0
2021-03-10,T,0,0
2021-03-10,NA,26,9
2021-03-11,A,51153,34226
2021-03-11,B,2473,1258
2021-03-11,C,12138,7736
2021-03-11,D,6485,3800
2021-03-11,E,3747,1823
2021-03-11,F,4501,2030
2021-03-11,G,18456,8033
2021-03-11,H,497,146
2021-03-11,I,549,141
2021-03-11,K,394,144
2021-03-11,L,332,127
2021-03-11,M,948,476
2021-03-11,N,563,272
2021-03-11,O,13,5
2021-03-11,Q,0,0
2021-03-11,R,4,1
2021-03-11,S,0,0
2021-03-11,T,0,0
2021-03-11,NA,26,10
2021-03-12,A,51950,34879
2021-03-12,B,2655,1266
2021-03-12,C,12603,7946
2021-03-12,D,6626,3982
2021-03-12,E,3815,1952
2021-03-12,F,4780,2125
2021-03-12,G,18661,8270
2021-03-12,H,498,153
2021-03-12,I,552,145
2021-03-12,K,394,145
2021-03-12,L,332,127
2021-03-12,M,1011,478
2021-03-12,N,589,273
2021-03-12,O,13,5
2021-03-12,Q,0,0
2021-03-12,R,6,1
2021-03-12,S,0,0
2021-03-12,T,0,0
2021-03-12,NA,26,11
2021-03-13,A,52106,35087
2021-03-13,B,2660,1268
2021-03-13,C,12677,8006
2021-03-13,D,6658,4001
2021-03-13,E,3826,1963
2021-03-13,F,4780,2125
2021-03-13,G,18669,8353
2021-03-13,H,498,153
2021-03-13,I,552,148
2021-03-13,K,394,145
2021-03-13,L,332,127
2021-03-13,M,1011,478
2021-03-13,N,590,273
2021-03-13,O,13,5
2021-03-13,Q,0,0
2021-03-13,R,6,1
2021-03-13,S,0,0
2021-03-13,T,0,0
2021-03-13,NA,26,11
2021-03-14,A,52118,35099
2021-03-14,B,2660,1268
2021-03-14,C,12682,8016
2021-03-14,D,6665,4009
2021-03-14,E,3828,2007
2021-03-14,F,4784,2125
2021-03-14,G,18676,8390
2021-03-14,H,498,153
2021-03-14,I,552,148
2021-03-14,K,394,145
2021-03-14,L,332,127
2021-03-14,M,1011,478
2021-03-14,N,592,273
2021-03-14,O,13,5
2021-03-14,Q,0,0
2021-03-14,R,6,1
2021-03-14,S,0,0
2021-03-14,T,0,0
2021-03-14,NA,26,11
2021-03-15,A,52526,35407
2021-03-15,B,2831,1270
2021-03-15,C,12905,8103
2021-03-15,D,6762,4056
2021-03-15,E,3894,2018
2021-03-15,F,4935,2130
2021-03-15,G,18697,8411
2021-03-15,H,499,153
2021-03-15,I,552,148
2021-03-15,K,394,150
2021-03-15,L,333,144
2021-03-15,M,1053,481
2021-03-15,N,609,283
2021-03-15,O,13,5
2021-03-15,Q,0,0
2021-03-15,R,6,1
2021-03-15,S,0,0
2021-03-15,T,0,0
2021-03-15,NA,26,11
2021-03-16,A,53088,36271
2021-03-16,B,3050,1271
2021-03-16,C,13333,8284
2021-03-16,D,6913,4224
2021-03-16,E,3970,2203
2021-03-16,F,5157,2135
2021-03-16,G,19403,8955
2021-03-16,H,514,161
2021-03-16,I,570,154
2021-03-16,K,394,171
2021-03-16,L,335,185
2021-03-16,M,1091,483
2021-03-16,N,632,283
2021-03-16,O,13,6
2021-03-16,Q,0,0
2021-03-16,R,6,1
2021-03-16,S,0,0
2021-03-16,T,0,0
2021-03-16,NA,26,13
2021-03-17,A,54032,38085
2021-03-17,B,3203,1291
2021-03-17,C,13739,8712
2021-03-17,D,7115,4589
2021-03-17,E,4102,2574
2021-03-17,F,5390,2143
2021-03-17,G,20092,10633
2021-03-17,H,526,223
2021-03-17,I,586,276
2021-03-17,K,395,180
2021-03-17,L,336,192
2021-03-17,M,1147,487
2021-03-17,N,670,287
2021-03-17,O,13,8
2021-03-17,Q,0,0
2021-03-17,R,7,1
2021-03-17,S,0,0
2021-03-17,T,0,0
2021-03-17,NA,26,15
2021-03-18,A,55087,40317
2021-03-18,B,3306,1293
2021-03-18,C,14197,9135
2021-03-18,D,7224,4787
2021-03-18,E,4183,2720
2021-03-18,F,5663,2243
2021-03-18,G,20522,11879
2021-03-18,H,538,279
2021-03-18,I,594,323
2021-03-18,K,419,236
2021-03-18,L,352,212
2021-03-18,M,1191,493
2021-03-18,N,707,292
2021-03-18,O,13,9
2021-03-18,Q,0,0
2021-03-18,R,7,1
2021-03-18,S,0,0
2021-03-18,T,0,0
2021-03-18,NA,28,17
2021-03-19,A,55850,42263
2021-03-19,B,3440,1302
2021-03-19,C,14585,9517
2021-03-19,D,7378,5045
2021-03-19,E,4259,2874
2021-03-19,F,5913,2292
2021-03-19,G,20694,12659
2021-03-19,H,569,381
2021-03-19,I,608,452
2021-03-19,K,433,259
2021-03-19,L,355,226
2021-03-19,M,1228,506
2021-03-19,N,733,300
2021-03-19,O,13,10
2021-03-19,Q,0,0
2021-03-19,R,7,1
2021-03-19,S,0,0
2021-03-19,T,0,0
2021-03-19,NA,28,19
2021-03-20,A,55987,42980
2021-03-20,B,3441,1302
2021-03-20,C,14618,9609
2021-03-20,D,7394,5069
2021-03-20,E,4270,2879
2021-03-20,F,5917,2292
2021-03-20,G,20759,13053
2021-03-20,H,574,395
2021-03-20,I,610,460
2021-03-20,K,434,271
2021-03-20,L,356,228
2021-03-20,M,1234,506
2021-03-20,N,735,300
2021-03-20,O,13,10
2021-03-20,Q,0,0
2021-03-20,R,7,1
2021-03-20,S,0,0
2021-03-20,T,0,0
2021-03-20,NA,29,22
2021-03-21,A,55991,42981
2021-03-21,B,3441,1302
2021-03-21,C,14622,9609
2021-03-21,D,7397,5071
2021-03-21,E,4273,2879
2021-03-21,F,5917,2292
2021-03-21,G,20759,13053
2021-03-21,H,574,395
2021-03-21,I,610,460
2021-03-21,K,434,271
2021-03-21,L,356,228
2021-03-21,M,1234,506
2021-03-21,N,735,300
2021-03-21,O,13,10
2021-03-21,Q,0,0
2021-03-21,R,7,1
2021-03-21,S,0,0
2021-03-21,T,0,0
2021-03-21,NA,29,22
2021-03-22,A,56525,43593
2021-03-22,B,3561,1303
2021-03-22,C,14830,9724
2021-03-22,D,7426,5125
2021-03-22,E,4295,2941
2021-03-22,F,6146,2295
2021-03-22,G,20777,13252
2021-03-22,H,579,405
2021-03-22,I,616,466
2021-03-22,K,435,272
2021-03-22,L,356,228
2021-03-22,M,1270,541
2021-03-22,N,748,312
2021-03-22,O,13,10
2021-03-22,Q,0,0
2021-03-22,R,7,1
2021-03-22,S,0,0
2021-03-22,T,0,0
2021-03-22,NA,29,22
2021-03-23,A,57202,44266
2021-03-23,B,3702,1304
2021-03-23,C,15158,9912
2021-03-23,D,7486,5385
2021-03-23,E,4331,3120
2021-03-23,F,6295,2308
2021-03-23,G,21071,13677
2021-03-23,H,584,423
2021-03-23,I,624,471
2021-03-23,K,436,374
2021-03-23,L,356,309
2021-03-23,M,1318,567
2021-03-23,N,773,329
2021-03-23,O,13,11
2021-03-23,Q,0,0
2021-03-23,R,7,1
2021-03-23,S,0,0
2021-03-23,T,0,0
2021-03-23,NA,32,22
2021-03-24,A,57892,44711
2021-03-24,B,3792,1307
2021-03-24,C,15573,9998
2021-03-24,D,7562,5449
2021-03-24,E,4374,3142
2021-03-24,F,6619,2334
2021-03-24,G,21515,13840
2021-03-24,H,591,429
2021-03-24,I,629,480
2021-03-24,K,436,375
2021-03-24,L,357,309
2021-03-24,M,1385,600
2021-03-24,N,803,355
2021-03-24,O,13,11
2021-03-24,Q,0,0
2021-03-24,R,9,1
2021-03-24,S,0,0
2021-03-24,T,0,0
2021-03-24,NA,32,22
2021-03-25,A,58639,45060
2021-03-25,B,3810,1307
2021-03-25,C,15865,10082
2021-03-25,D,7670,5488
2021-03-25,E,4416,3151
2021-03-25,F,6764,2343
2021-03-25,G,21917,14021
2021-03-25,H,594,441
2021-03-25,I,631,487
2021-03-25,K,438,375
2021-03-25,L,357,309
2021-03-25,M,1435,608
2021-03-25,N,844,357
2021-03-25,O,13,11
2021-03-25,Q,0,0
2021-03-25,R,9,1
2021-03-25,S,0,0
2021-03-25,T,0,0
2021-03-25,NA,32,23
2021-03-26,A,60129,45406
2021-03-26,B,3834,1307
2021-03-26,C,16341,10150
2021-03-26,D,7841,5501
2021-03-26,E,4500,3158
2021-03-26,F,6888,2374
2021-03-26,G,22384,14103
2021-03-26,H,598,441
2021-03-26,I,637,488
2021-03-26,K,439,375
2021-03-26,L,360,309
2021-03-26,M,1502,629
2021-03-26,N,881,375
2021-03-26,O,13,11
2021-03-26,Q,0,0
2021-03-26,R,10,1
2021-03-26,S,0,0
2021-03-26,T,0,0
2021-03-26,NA,32,23
2021-03-27,A,61499,45436
2021-03-27,B,3930,1307
2021-03-27,C,16796,10176
2021-03-27,D,8081,5539
2021-03-27,E,4589,3216
2021-03-27,F,6923,2374
2021-03-27,G,22467,14158
2021-03-27,H,600,441
2021-03-27,I,639,488
2021-03-27,K,441,375
2021-03-27,L,361,309
2021-03-27,M,1505,629
2021-03-27,N,892,375
2021-03-27,O,13,11
2021-03-27,Q,0,0
2021-03-27,R,10,1
2021-03-27,S,0,0
2021-03-27,T,0,0
2021-03-27,NA,32,23
2021-03-28,A,61625,45436
2021-03-28,B,3931,1307
2021-03-28,C,16824,10176
2021-03-28,D,8100,5539
2021-03-28,E,4592,3216
2021-03-28,F,6923,2374
2021-03-28,G,22479,14159
2021-03-28,H,601,441
2021-03-28,I,639,488
2021-03-28,K,441,375
2021-03-28,L,361,309
2021-03-28,M,1511,629
2021-03-28,N,894,375
2021-03-28,O,13,11
2021-03-28,Q,0,0
2021-03-28,R,10,1
2021-03-28,S,0,0
2021-03-28,T,0,0
2021-03-28,NA,32,23
2021-03-29,A,63595,45625
2021-03-29,B,3965,1309
2021-03-29,C,17384,10240
2021-03-29,D,8368,5549
2021-03-29,E,4673,3225
2021-03-29,F,6928,2747
2021-03-29,G,22571,14199
2021-03-29,H,602,441
2021-03-29,I,639,489
2021-03-29,K,445,375
2021-03-29,L,364,309
2021-03-29,M,1551,662
2021-03-29,N,919,387
2021-03-29,O,13,11
2021-03-29,Q,0,0
2021-03-29,R,10,1
2021-03-29,S,0,0
2021-03-29,T,0,0
2021-03-29,NA,32,23
2021-03-30,A,66187,46190
