date,vaccgroup_zh,ncumul_firstvacc,ncumul_secondvacc
2021-05-08,H,4396,529
2021-05-08,I,1519,568
2021-05-08,K,1344,425
2021-05-08,L,996,358
2021-05-08,M,22460,1700
2021-05-08,N,6622,1049
2021-05-08,O,155,15
2021-05-08,Q,1,0
2021-05-08,R,76,10
2021-05-08,S,6,0
2021-05-08,T,3,1
2021-05-08,NA,47,23
2021-05-09,A,109516,75938
2021-05-09,B,15320,4316
2021-05-09,C,88989,21709
2021-05-09,D,47410,10104
2021-05-09,E,25690,5587
2021-05-09,F,14952,7205
2021-05-09,G,37970,20756
2021-05-09,H,4402,529
2021-05-09,I,1530,568
2021-05-09,K,1346,425
2021-05-09,L,996,358
2021-05-09,M,22544,1700
2021-05-09,N,6687,1049
2021-05-09,O,155,15
2021-05-09,Q,1,0
2021-05-09,R,79,10
2021-05-09,S,6,0
2021-05-09,T,3,1
2021-05-09,NA,47,23
2021-05-10,A,109761,78581
2021-05-10,B,15533,4534
2021-05-10,C,89526,23994
2021-05-10,D,47896,10856
2021-05-10,E,25955,6056
2021-05-10,F,15160,7228
2021-05-10,G,38271,20843
2021-05-10,H,5188,537
2021-05-10,I,1686,571
2021-05-10,K,1457,427
2021-05-10,L,1010,361
2021-05-10,M,27250,1753
2021-05-10,N,7669,1087
2021-05-10,O,161,16
2021-05-10,Q,1,0
2021-05-10,R,86,10
2021-05-10,S,6,0
2021-05-10,T,3,1
2021-05-10,NA,47,23
2021-05-11,A,110092,80946
2021-05-11,B,15705,4783
2021-05-11,C,90302,27275
2021-05-11,D,48545,11894
2021-05-11,E,26273,6677
2021-05-11,F,15302,7243
2021-05-11,G,38562,20949
2021-05-11,H,6096,547
2021-05-11,I,1868,574
2021-05-11,K,1617,432
2021-05-11,L,1102,365
2021-05-11,M,33275,1827
2021-05-11,N,9248,1146
2021-05-11,O,167,18
2021-05-11,Q,1,0
2021-05-11,R,103,11
2021-05-11,S,6,0
2021-05-11,T,3,1
2021-05-11,NA,47,23
2021-05-12,A,110336,82705
2021-05-12,B,15834,5145
2021-05-12,C,90861,31167
2021-05-12,D,49059,13268
2021-05-12,E,26577,7560
2021-05-12,F,15453,7278
2021-05-12,G,38807,21189
2021-05-12,H,6971,555
2021-05-12,I,2075,577
2021-05-12,K,1771,436
2021-05-12,L,1158,368
2021-05-12,M,39220,1939
2021-05-12,N,11131,1222
2021-05-12,O,172,18
2021-05-12,Q,1,0
2021-05-12,R,122,11
2021-05-12,S,6,0
2021-05-12,T,4,1
2021-05-12,NA,47,23
2021-05-13,A,110393,83132
2021-05-13,B,15908,5296
2021-05-13,C,91024,32831
2021-05-13,D,49301,13882
2021-05-13,E,26720,7962
2021-05-13,F,15514,7285
2021-05-13,G,38912,21228
2021-05-13,H,7425,557
2021-05-13,I,2130,580
2021-05-13,K,1838,436
2021-05-13,L,1184,368
2021-05-13,M,42139,1947
2021-05-13,N,11648,1228
2021-05-13,O,177,18
2021-05-13,Q,1,0
2021-05-13,R,139,11
2021-05-13,S,6,0
2021-05-13,T,4,1
2021-05-13,NA,47,23
2021-05-14,A,110586,85045
2021-05-14,B,16015,5573
2021-05-14,C,91447,36056
2021-05-14,D,49750,15134
2021-05-14,E,26970,8651
2021-05-14,F,15777,7317
2021-05-14,G,39110,21400
2021-05-14,H,8067,560
2021-05-14,I,2317,584
2021-05-14,K,1977,442
2021-05-14,L,1265,371
2021-05-14,M,46468,1976
2021-05-14,N,13237,1268
2021-05-14,O,186,18
2021-05-14,Q,1,0
2021-05-14,R,180,11
2021-05-14,S,6,0
2021-05-14,T,5,1
2021-05-14,NA,47,23
2021-05-15,A,110664,85736
2021-05-15,B,16076,5690
2021-05-15,C,91614,36931
2021-05-15,D,49926,15562
2021-05-15,E,27089,8820
2021-05-15,F,15853,7322
2021-05-15,G,39185,21506
2021-05-15,H,8282,562
2021-05-15,I,2471,589
2021-05-15,K,2021,450
2021-05-15,L,1318,373
2021-05-15,M,47946,2000
2021-05-15,N,14453,1286
2021-05-15,O,187,18
2021-05-15,Q,1,0
2021-05-15,R,198,11
2021-05-15,S,6,0
2021-05-15,T,5,1
2021-05-15,NA,47,23
2021-05-16,A,110668,85747
2021-05-16,B,16084,5701
2021-05-16,C,91629,36964
2021-05-16,D,49940,15569
2021-05-16,E,27092,8821
2021-05-16,F,15858,7323
2021-05-16,G,39194,21508
2021-05-16,H,8291,562
2021-05-16,I,2487,590
2021-05-16,K,2027,451
2021-05-16,L,1325,373
2021-05-16,M,48041,2008
2021-05-16,N,14595,1289
2021-05-16,O,188,18
2021-05-16,Q,1,0
2021-05-16,R,199,11
2021-05-16,S,6,0
2021-05-16,T,5,1
2021-05-16,NA,47,23
2021-05-17,A,110886,86962
2021-05-17,B,16196,6102
2021-05-17,C,92048,40693
2021-05-17,D,50411,17177
2021-05-17,E,27390,9810
2021-05-17,F,16103,7367
2021-05-17,G,39381,21707
2021-05-17,H,8817,571
2021-05-17,I,2698,596
2021-05-17,K,2136,453
2021-05-17,L,1457,379
2021-05-17,M,52158,2082
2021-05-17,N,16561,1339
2021-05-17,O,194,18
2021-05-17,Q,1,0
2021-05-17,R,225,11
2021-05-17,S,6,0
2021-05-17,T,6,1
2021-05-17,NA,47,23
2021-05-18,A,111064,88953
2021-05-18,B,16326,6598
2021-05-18,C,92500,45574
2021-05-18,D,50935,19248
2021-05-18,E,27733,10921
2021-05-18,F,16330,7422
2021-05-18,G,39617,22009
2021-05-18,H,9379,583
2021-05-18,I,3049,601
2021-05-18,K,2251,464
2021-05-18,L,1570,379
2021-05-18,M,56599,2138
2021-05-18,N,19701,1381
2021-05-18,O,200,19
2021-05-18,Q,1,0
2021-05-18,R,255,11
2021-05-18,S,6,0
2021-05-18,T,6,1
2021-05-18,NA,47,23
2021-05-19,A,111341,90450
2021-05-19,B,16550,7098
2021-05-19,C,93063,50127
2021-05-19,D,51643,21326
2021-05-19,E,28175,11995
2021-05-19,F,16528,7478
2021-05-19,G,39868,22433
2021-05-19,H,9886,592
2021-05-19,I,3385,610
2021-05-19,K,2366,511
2021-05-19,L,1669,393
2021-05-19,M,60825,2245
2021-05-19,N,22834,1456
2021-05-19,O,216,19
2021-05-19,Q,1,0
2021-05-19,R,294,11
2021-05-19,S,6,1
2021-05-19,T,6,1
2021-05-19,NA,47,23
2021-05-20,A,111599,92350
2021-05-20,B,16732,7655
2021-05-20,C,93639,55132
2021-05-20,D,52282,23726
2021-05-20,E,28560,13048
2021-05-20,F,16847,7731
2021-05-20,G,40123,22849
2021-05-20,H,10262,601
2021-05-20,I,3766,612
2021-05-20,K,2443,526
2021-05-20,L,1784,401
2021-05-20,M,64436,2341
2021-05-20,N,26193,1519
2021-05-20,O,227,21
2021-05-20,Q,1,0
2021-05-20,R,348,12
2021-05-20,S,6,1
2021-05-20,T,9,1
2021-05-20,NA,47,23
2021-05-21,A,111757,93831
2021-05-21,B,16857,8217
2021-05-21,C,94004,58967
2021-05-21,D,52794,25805
2021-05-21,E,28893,14136
2021-05-21,F,17016,7882
2021-05-21,G,40377,23254
2021-05-21,H,10593,609
2021-05-21,I,4224,624
2021-05-21,K,2511,555
2021-05-21,L,1945,410
2021-05-21,M,67747,2435
2021-05-21,N,30523,1652
2021-05-21,O,242,23
2021-05-21,Q,1,0
2021-05-21,R,417,16
2021-05-21,S,7,4
2021-05-21,T,10,1
2021-05-21,NA,47,23
2021-05-22,A,111835,94246
2021-05-22,B,16914,8298
2021-05-22,C,94157,59619
2021-05-22,D,52969,26212
2021-05-22,E,28995,14352
2021-05-22,F,17065,8088
2021-05-22,G,40450,23350
2021-05-22,H,10706,617
2021-05-22,I,4380,624
2021-05-22,K,2543,557
2021-05-22,L,2002,414
2021-05-22,M,68807,2454
2021-05-22,N,31864,1676
2021-05-22,O,246,23
2021-05-22,Q,1,0
2021-05-22,R,451,18
2021-05-22,S,8,4
2021-05-22,T,10,1
2021-05-22,NA,47,23
2021-05-23,A,111855,94246
2021-05-23,B,16927,8299
2021-05-23,C,94199,59624
2021-05-23,D,53000,26214
2021-05-23,E,29031,14355
2021-05-23,F,17073,8173
2021-05-23,G,40464,23362
2021-05-23,H,10726,617
2021-05-23,I,4407,624
2021-05-23,K,2550,558
2021-05-23,L,2010,414
2021-05-23,M,69056,2463
2021-05-23,N,32159,1689
2021-05-23,O,247,23
2021-05-23,Q,1,0
2021-05-23,R,457,18
2021-05-23,S,8,4
2021-05-23,T,10,1
2021-05-23,NA,47,23
2021-05-24,A,111900,94566
2021-05-24,B,16972,8541
2021-05-24,C,94304,61305
2021-05-24,D,53135,27094
2021-05-24,E,29153,14856
2021-05-24,F,17118,8208
2021-05-24,G,40514,23435
2021-05-24,H,10795,618
2021-05-24,I,5094,624
2021-05-24,K,2572,558
2021-05-24,L,2151,414
2021-05-24,M,69743,2480
2021-05-24,N,37342,1714
2021-05-24,O,249,23
2021-05-24,Q,1,0
2021-05-24,R,541,19
2021-05-24,S,8,4
2021-05-24,T,10,1
2021-05-24,NA,47,23
2021-05-25,A,111979,95978
2021-05-25,B,17005,9240
2021-05-25,C,94459,65598
2021-05-25,D,53294,29667
2021-05-25,E,29291,16159
2021-05-25,F,17191,8568
2021-05-25,G,40603,24022
2021-05-25,H,10872,630
2021-05-25,I,5788,634
2021-05-25,K,2596,575
2021-05-25,L,2351,421
2021-05-25,M,70685,2593
2021-05-25,N,43838,1816
2021-05-25,O,250,25
2021-05-25,Q,1,0
2021-05-25,R,634,21
2021-05-25,S,8,4
2021-05-25,T,10,1
2021-05-25,NA,47,23
2021-05-26,A,112067,97003
2021-05-26,B,17056,9857
2021-05-26,C,94638,69409
2021-05-26,D,53546,32108
2021-05-26,E,29521,17377
2021-05-26,F,17242,8998
2021-05-26,G,40709,24857
2021-05-26,H,10952,661
2021-05-26,I,6560,680
2021-05-26,K,2618,658
2021-05-26,L,2628,452
2021-05-26,M,71553,2783
2021-05-26,N,51061,2086
2021-05-26,O,257,33
2021-05-26,Q,1,0
2021-05-26,R,762,26
2021-05-26,S,8,4
2021-05-26,T,10,1
2021-05-26,NA,47,23
2021-05-27,A,112159,98115
2021-05-27,B,17100,10564
2021-05-27,C,94811,72553
2021-05-27,D,53677,34407
2021-05-27,E,29659,18507
2021-05-27,F,17329,9331
2021-05-27,G,40800,25638
2021-05-27,H,11024,712
2021-05-27,I,7370,708
2021-05-27,K,2645,678
2021-05-27,L,2889,484
2021-05-27,M,72319,3036
2021-05-27,N,58944,2250
2021-05-27,O,261,34
2021-05-27,Q,1,0
2021-05-27,R,936,29
2021-05-27,S,8,4
2021-05-27,T,10,1
2021-05-27,NA,47,23
2021-05-28,A,112226,99175
2021-05-28,B,17142,11251
2021-05-28,C,94962,75411
2021-05-28,D,53822,36860
2021-05-28,E,29808,19902
2021-05-28,F,17403,9650
2021-05-28,G,40881,26414
2021-05-28,H,11089,770
2021-05-28,I,8123,738
2021-05-28,K,2664,699
2021-05-28,L,3116,494
2021-05-28,M,72977,3383
2021-05-28,N,66376,2409
2021-05-28,O,262,40
2021-05-28,Q,1,0
2021-05-28,R,1104,30
2021-05-28,S,9,4
2021-05-28,T,11,1
2021-05-28,NA,47,23
2021-05-29,A,112257,99497
2021-05-29,B,17162,11383
2021-05-29,C,95029,76037
2021-05-29,D,53885,37377
2021-05-29,E,29865,20157
2021-05-29,F,17431,9665
2021-05-29,G,40908,26499
2021-05-29,H,11120,784
2021-05-29,I,8368,747
2021-05-29,K,2671,705
2021-05-29,L,3187,500
2021-05-29,M,73338,3527
2021-05-29,N,68936,2495
2021-05-29,O,265,41
2021-05-29,Q,1,0
2021-05-29,R,1174,30
2021-05-29,S,9,4
2021-05-29,T,12,1
2021-05-29,NA,47,23
2021-05-30,A,112262,99498
2021-05-30,B,17164,11384
2021-05-30,C,95045,76037
2021-05-30,D,53903,37378
2021-05-30,E,29876,20157
2021-05-30,F,17437,9665
2021-05-30,G,40914,26501
2021-05-30,H,11123,784
2021-05-30,I,8398,747
2021-05-30,K,2673,705
2021-05-30,L,3195,500
2021-05-30,M,73403,3530
2021-05-30,N,69313,2496
2021-05-30,O,265,41
2021-05-30,Q,1,0
2021-05-30,R,1174,30
2021-05-30,S,9,4
2021-05-30,T,12,1
2021-05-30,NA,47,23
2021-05-31,A,112306,100282
2021-05-31,B,17206,11962
2021-05-31,C,95161,77922
2021-05-31,D,53992,38873
2021-05-31,E,29998,20919
2021-05-31,F,17494,10483
2021-05-31,G,40988,27841
2021-05-31,H,11168,999
2021-05-31,I,9041,795
2021-05-31,K,2680,735
2021-05-31,L,3405,526
2021-05-31,M,73941,4473
2021-05-31,N,76135,2771
2021-05-31,O,268,59
2021-05-31,Q,2,0
2021-05-31,R,1298,33
2021-05-31,S,9,4
2021-05-31,T,12,2
2021-05-31,NA,47,23
2021-06-01,A,112372,101057
2021-06-01,B,17255,12443
2021-06-01,C,95307,80035
2021-06-01,D,54105,40393
2021-06-01,E,30128,21667
2021-06-01,F,17581,11316
2021-06-01,G,41046,29023
2021-06-01,H,11221,1372
2021-06-01,I,9792,848
2021-06-01,K,2689,784
2021-06-01,L,3665,550
2021-06-01,M,74522,6282
2021-06-01,N,84415,3193
2021-06-01,O,270,76
2021-06-01,Q,2,0
2021-06-01,R,1480,38
2021-06-01,S,11,4
2021-06-01,T,13,3
2021-06-01,NA,47,23
2021-06-02,A,112444,101609
2021-06-02,B,17292,12820
2021-06-02,C,95419,81467
2021-06-02,D,54215,41636
2021-06-02,E,30298,22382
2021-06-02,F,17679,12046
2021-06-02,G,41119,30209
2021-06-02,H,11269,1928
2021-06-02,I,10589,942
2021-06-02,K,2703,865
2021-06-02,L,3968,574
2021-06-02,M,75037,8958
2021-06-02,N,93737,3886
2021-06-02,O,275,99
2021-06-02,Q,2,1
2021-06-02,R,1768,48
2021-06-02,S,11,5
2021-06-02,T,13,3
2021-06-02,NA,47,23
2021-06-03,A,112548,102089
2021-06-03,B,17340,13132
2021-06-03,C,95593,82607
2021-06-03,D,54369,42709
2021-06-03,E,30434,22946
2021-06-03,F,17805,12782
2021-06-03,G,41208,31091
2021-06-03,H,11322,2693
2021-06-03,I,11517,1065
2021-06-03,K,2719,996
2021-06-03,L,4292,757
2021-06-03,M,75761,12682
2021-06-03,N,103440,4563
2021-06-03,O,278,118
2021-06-03,Q,2,1
2021-06-03,R,2066,52
2021-06-03,S,11,5
2021-06-03,T,13,4
2021-06-03,NA,47,23
2021-06-04,A,112660,102518
2021-06-04,B,17399,13383
2021-06-04,C,95823,83543
2021-06-04,D,54548,43494
2021-06-04,E,30626,23443
2021-06-04,F,17930,13277
2021-06-04,G,41299,31917
2021-06-04,H,11388,3362
2021-06-04,I,12367,1192
2021-06-04,K,2749,1117
2021-06-04,L,4644,842
2021-06-04,M,76575,16506
2021-06-04,N,113451,5274
2021-06-04,O,283,140
2021-06-04,Q,2,1
2021-06-04,R,2396,64
2021-06-04,S,14,6
2021-06-04,T,13,4
2021-06-04,NA,47,23
2021-06-05,A,112767,102630
2021-06-05,B,17454,13463
2021-06-05,C,96032,83771
2021-06-05,D,54744,43762
2021-06-05,E,30887,23577
2021-06-05,F,18048,13440
2021-06-05,G,41398,32068
2021-06-05,H,11469,3560
2021-06-05,I,13368,1252
2021-06-05,K,2770,1162
2021-06-05,L,5048,911
2021-06-05,M,77538,17686
2021-06-05,N,124524,5590
2021-06-05,O,287,143
2021-06-05,Q,2,1
2021-06-05,R,2979,70
2021-06-05,S,14,6
2021-06-05,T,13,4
2021-06-05,NA,47,23
2021-06-06,A,112772,102631
2021-06-06,B,17457,13471
2021-06-06,C,96049,83772
2021-06-06,D,54761,43770
2021-06-06,E,30907,23583
2021-06-06,F,18057,13441
2021-06-06,G,41406,32069
2021-06-06,H,11476,3562
2021-06-06,I,13400,1254
2021-06-06,K,2773,1162
2021-06-06,L,5063,911
2021-06-06,M,77633,17728
2021-06-06,N,124879,5613
2021-06-06,O,287,143
2021-06-06,Q,2,1
2021-06-06,R,2985,70
2021-06-06,S,15,6
2021-06-06,T,14,4
2021-06-06,NA,47,23
2021-06-07,A,112849,102909
2021-06-07,B,17519,13653
2021-06-07,C,96214,84373
2021-06-07,D,54927,44331
2021-06-07,E,31125,23935
2021-06-07,F,18146,13926
2021-06-07,G,41500,32375
2021-06-07,H,11558,4310
2021-06-07,I,14285,1399
2021-06-07,K,2788,1277
2021-06-07,L,5406,955
2021-06-07,M,78475,22256
2021-06-07,N,135156,6549
2021-06-07,O,298,152
2021-06-07,Q,2,1
2021-06-07,R,3300,81
2021-06-07,S,16,6
2021-06-07,T,15,4
2021-06-07,NA,47,23
2021-06-08,A,112914,103214
2021-06-08,B,17578,13919
2021-06-08,C,96365,85221
2021-06-08,D,55076,44976
2021-06-08,E,31342,24260
2021-06-08,F,18231,14505
2021-06-08,G,41587,32691
2021-06-08,H,11614,5341
2021-06-08,I,15044,1599
2021-06-08,K,2810,1436
2021-06-08,L,5817,1042
2021-06-08,M,79212,28397
2021-06-08,N,144143,7983
2021-06-08,O,301,156
2021-06-08,Q,2,1
2021-06-08,R,3598,94
2021-06-08,S,16,6
2021-06-08,T,16,4
2021-06-08,NA,47,23
2021-06-09,A,112989,103577
2021-06-09,B,17648,14116
2021-06-09,C,96516,85968
2021-06-09,D,55249,45609
2021-06-09,E,31561,24595
2021-06-09,F,18314,15042
2021-06-09,G,41680,33020
2021-06-09,H,11671,6235
2021-06-09,I,15783,1786
2021-06-09,K,2846,1605
2021-06-09,L,6179,1165
2021-06-09,M,80039,34285
2021-06-09,N,153012,9585
2021-06-09,O,312,160
2021-06-09,Q,2,1
2021-06-09,R,3941,113
2021-06-09,S,18,6
2021-06-09,T,16,5
2021-06-09,NA,47,23
2021-06-10,A,113120,103734
2021-06-10,B,17723,14247
2021-06-10,C,96750,86364
2021-06-10,D,55484,46040
2021-06-10,E,31816,24809
2021-06-10,F,18441,15432
2021-06-10,G,41811,33219
2021-06-10,H,11763,6789
2021-06-10,I,16578,1857
2021-06-10,K,2872,1714
2021-06-10,L,6547,1217
2021-06-10,M,81102,38117
2021-06-10,N,162972,10328
2021-06-10,O,319,166
2021-06-10,Q,2,1
2021-06-10,R,4381,138
2021-06-10,S,19,6
2021-06-10,T,16,5
2021-06-10,NA,47,23
2021-06-11,A,113225,104028
2021-06-11,B,17795,14399
2021-06-11,C,96955,86884
2021-06-11,D,55707,46517
2021-06-11,E,32075,25063
2021-06-11,F,18553,15589
2021-06-11,G,41950,33426
2021-06-11,H,11841,7500
2021-06-11,I,17344,2024
2021-06-11,K,2908,1847
2021-06-11,L,6889,1261
2021-06-11,M,82078,42826
2021-06-11,N,172267,11717
2021-06-11,O,327,174
2021-06-11,Q,2,1
2021-06-11,R,4839,157
2021-06-11,S,25,6
2021-06-11,T,16,6
2021-06-11,NA,47,23
2021-06-12,A,113325,104110
2021-06-12,B,17924,14438
2021-06-12,C,97177,87062
2021-06-12,D,55966,46672
2021-06-12,E,32366,25150
2021-06-12,F,18696,15633
2021-06-12,G,42076,33490
2021-06-12,H,11935,7671
2021-06-12,I,18175,2143
2021-06-12,K,2954,1882
2021-06-12,L,7270,1300
2021-06-12,M,83165,44017
2021-06-12,N,181945,12690
2021-06-12,O,342,175
2021-06-12,Q,2,1
2021-06-12,R,5502,172
2021-06-12,S,25,6
2021-06-12,T,16,6
2021-06-12,NA,47,23
2021-06-13,A,113328,104114
2021-06-13,B,17928,14445
2021-06-13,C,97188,87078
2021-06-13,D,55970,46686
2021-06-13,E,32371,25153
2021-06-13,F,18699,15637
2021-06-13,G,42084,33501
2021-06-13,H,11937,7680
2021-06-13,I,18185,2164
2021-06-13,K,2956,1886
2021-06-13,L,7274,1309
2021-06-13,M,83213,44115
2021-06-13,N,182098,12839
2021-06-13,O,342,175
2021-06-13,Q,2,1
2021-06-13,R,5503,173
2021-06-13,S,25,6
2021-06-13,T,16,6
2021-06-13,NA,47,23
2021-06-14,A,113414,104319
2021-06-14,B,18034,14555
2021-06-14,C,97406,87502
2021-06-14,D,56185,47134
2021-06-14,E,32658,25442
2021-06-14,F,18836,15736
2021-06-14,G,42207,33674
2021-06-14,H,12020,8240
2021-06-14,I,18857,2315
2021-06-14,K,2986,1987
2021-06-14,L,7595,1374
2021-06-14,M,84318,48318
2021-06-14,N,191377,14126
2021-06-14,O,356,183
2021-06-14,Q,2,1
2021-06-14,R,5956,186
2021-06-14,S,25,6
2021-06-14,T,16,6
2021-06-14,NA,47,23
